,count,mean,std,min,25%,50%,75%,max,skewness,kurtosis,range,CV,missing_pct,constant
SCOPA_SCAU26D,5593.0,0.3195065260146612,0.4663271242045866,0.0,0.0,0.0,1.0,1.0,0.7743836047051691,-1.400831083658537,1.0,1.4595230026168176,36.45762326743922,False
Unive_SCENT_01_CORRECT,768.0,0.375,0.4844384105989373,0.0,0.0,0.0,1.0,1.0,0.5174088925039302,-1.7368178069022793,1.0,1.291835761597166,91.2747102931152,False
Unive_SCENT_01_RESPONSE,768.0,2.6263020833333335,1.0697626111525418,1.0,2.0,2.0,4.0,4.0,0.043904455193684834,-1.318096342750559,3.0,0.4073265668642301,91.2747102931152,False
Unive_SCENT_02_CORRECT,769.0,0.5981794538361509,0.49058512475348137,0.0,0.0,1.0,1.0,1.0,-0.4012981962781946,-1.84376176594795,1.0,0.8201303498596242,91.26334923880937,False
Unive_SCENT_02_RESPONSE,769.0,2.0650195058517555,0.7928300317561406,1.0,2.0,2.0,2.0,4.0,0.8110815749170261,0.6457373238248887,3.0,0.3839334347735971,91.26334923880937,False
Unive_SCENT_03_CORRECT,768.0,0.6458333333333334,0.4785716833970646,0.0,0.0,1.0,1.0,1.0,-0.6110436713632232,-1.6308795187359177,1.0,0.7410142194535193,91.2747102931152,False
Unive_SCENT_03_RESPONSE,768.0,3.3372395833333335,1.0082158896805085,1.0,3.0,4.0,4.0,4.0,-1.2260602269105754,0.07304830287088038,3.0,0.3021107308913892,91.2747102931152,False
Unive_SCENT_04_CORRECT,768.0,0.5377604166666666,0.4988970206159656,0.0,0.0,1.0,1.0,1.0,-0.15177083152813922,-1.9821342306642808,1.0,0.9277310213875584,91.2747102931152,False
Unive_SCENT_04_RESPONSE,768.0,3.0690104166666665,1.1528223107679079,1.0,2.0,4.0,4.0,4.0,-0.774949881561256,-0.9698979222038391,3.0,0.375633234904435,91.2747102931152,False
Unive_SCENT_05_CORRECT,768.0,0.6640625,0.47262495502196833,0.0,0.0,1.0,1.0,1.0,-0.6960735351401542,-1.519445326532304,1.0,0.7117175793271994,91.2747102931152,False
Unive_SCENT_05_RESPONSE,768.0,2.6848958333333335,0.8588406664268765,1.0,3.0,3.0,3.0,4.0,-0.9309700089556007,0.04280127497355801,3.0,0.31987857993008784,91.2747102931152,False
Unive_SCENT_06_CORRECT,767.0,0.6101694915254238,0.4880299261654258,0.0,0.0,1.0,1.0,1.0,-0.4526669796984045,-1.7997925001500208,1.0,0.7998268234377811,91.28607134742104,False
Unive_SCENT_06_RESPONSE,767.0,2.392438070404172,0.867814502932017,1.0,2.0,2.0,3.0,4.0,0.7359651266199125,-0.3418437539560184,3.0,0.3627322745225379,91.28607134742104,False
Unive_SCENT_07_CORRECT,767.0,0.5475880052151239,0.49805501312219136,0.0,0.0,1.0,1.0,1.0,-0.19159497261780592,-1.968430997950528,1.0,0.9095433215826685,91.28607134742104,False
Unive_SCENT_07_RESPONSE,767.0,2.0521512385919167,1.249498045669128,1.0,1.0,1.0,3.0,4.0,0.5413233794113363,-1.4365600122117477,3.0,0.6088723005261888,91.28607134742104,False
Unive_SCENT_08_CORRECT,766.0,0.664490861618799,0.47247665009363277,0.0,0.0,1.0,1.0,1.0,-0.6981147785225079,-1.5166023929724486,1.0,0.7110355873707714,91.29743240172688,False
Unive_SCENT_08_RESPONSE,766.0,2.137075718015666,0.7793134649242427,1.0,2.0,2.0,2.0,4.0,0.9857083708090751,0.9857407728456327,3.0,0.3646634783946059,91.29743240172688,False
Unive_SCENT_09_CORRECT,766.0,0.6488250652741514,0.4776493949763127,0.0,0.0,1.0,1.0,1.0,-0.6247873911502121,-1.6138612933781402,1.0,0.7361759286757656,91.29743240172688,False
Unive_SCENT_09_RESPONSE,766.0,2.7193211488250655,0.7759910778725253,1.0,2.0,3.0,3.0,4.0,-0.8812008193054516,0.4536774945774624,3.0,0.2853620574413607,91.29743240172688,False
Unive_SCENT_10_CORRECT,767.0,0.5319426336375489,0.4993042227816343,0.0,0.0,1.0,1.0,1.0,-0.1282830880637514,-1.9887360276023107,1.0,0.9386429874350821,91.28607134742104,False
Unive_SCENT_10_RESPONSE,767.0,2.195567144719687,0.8957871578868768,1.0,2.0,2.0,3.0,4.0,0.6439466226528064,-0.22216377315230673,3.0,0.4079980701301868,91.28607134742104,False
Unive_SCENT_11_CORRECT,765.0,0.7712418300653595,0.42030797774217243,0.0,1.0,1.0,1.0,1.0,-1.294064506152202,-0.32625685989442177,1.0,0.5449755982589185,91.30879345603272,False
Unive_SCENT_11_RESPONSE,765.0,2.854901960784314,0.7004991840593948,1.0,3.0,3.0,3.0,4.0,-1.4411444847188049,2.4024669000927514,3.0,0.24536715925157374,91.30879345603272,False
Unive_SCENT_12_CORRECT,765.0,0.6039215686274509,0.48940105944085305,0.0,0.0,1.0,1.0,1.0,-0.4258019845134423,-1.8234667636144148,1.0,0.8103718841390749,91.30879345603272,False
Unive_SCENT_12_RESPONSE,765.0,2.037908496732026,0.7639630874237547,1.0,2.0,2.0,2.0,4.0,0.7836332534145414,0.7788328247430583,3.0,0.3748760499545686,91.30879345603272,False
Unive_SCENT_13_CORRECT,736.0,0.5040760869565217,0.5003233943808777,0.0,0.0,1.0,1.0,1.0,-0.016338206473627298,-2.0051893615786534,1.0,0.9925553052946792,91.63826403090208,False
Unive_SCENT_13_RESPONSE,736.0,1.7622282608695652,0.9600098820722768,1.0,1.0,1.0,2.0,4.0,1.1935940867829966,0.4357511695659464,3.0,0.5447704496570515,91.63826403090208,False
Unive_SCENT_14_CORRECT,766.0,0.6005221932114883,0.4901110866779033,0.0,0.0,1.0,1.0,1.0,-0.41127549673395314,-1.835652133636886,1.0,0.8161415052071173,91.29743240172688,False
Unive_SCENT_14_RESPONSE,766.0,3.1305483028720626,1.1820803472425152,1.0,2.0,4.0,4.0,4.0,-0.8778615018786066,-0.905029176654705,3.0,0.3775953069173339,91.29743240172688,False
Unive_SCENT_15_CORRECT,765.0,0.5764705882352941,0.49444091673492113,0.0,0.0,1.0,1.0,1.0,-0.31013224347586266,-1.9088152191673158,1.0,0.8577036310707816,91.30879345603272,False
Unive_SCENT_15_RESPONSE,765.0,2.156862745098039,0.8811407338879178,1.0,2.0,2.0,2.0,4.0,0.7939786373194936,0.08758975116320666,3.0,0.408528885711671,91.30879345603272,False
Unive_SCENT_16_CORRECT,766.0,0.5848563968668408,0.49306873429249637,0.0,0.0,1.0,1.0,1.0,-0.34509806894770045,-1.8858380247647346,1.0,0.8430594876519022,91.29743240172688,False
Unive_SCENT_16_RESPONSE,766.0,3.2258485639686683,1.067602652108351,1.0,3.0,4.0,4.0,4.0,-1.066943438252071,-0.3090093867847923,3.0,0.330952501624847,91.29743240172688,False
Unive_SCENT_17_CORRECT,765.0,0.5869281045751634,0.49270766085491297,0.0,0.0,1.0,1.0,1.0,-0.35378367428476837,-1.8797583735508498,1.0,0.839468509028972,91.30879345603272,False
Unive_SCENT_17_RESPONSE,765.0,2.026143790849673,1.3151737906892673,1.0,1.0,1.0,4.0,4.0,0.6509303129418945,-1.4144547328551287,3.0,0.6491019031466384,91.30879345603272,False
Unive_SCENT_18_CORRECT,762.0,0.6272965879265092,0.4838417098854472,0.0,0.0,1.0,1.0,1.0,-0.5275757601699372,-1.7262014433360853,1.0,0.7713125165956293,91.34287661895024,False
Unive_SCENT_18_RESPONSE,762.0,1.8517060367454068,1.2251432816804821,1.0,1.0,1.0,3.0,4.0,0.9641122107374761,-0.8354428083599408,3.0,0.6616294689160365,91.34287661895024,False
Unive_SCENT_19_CORRECT,765.0,0.7712418300653595,0.4203079777421725,0.0,1.0,1.0,1.0,1.0,-1.2940645061522014,-0.326256859894424,1.0,0.5449755982589185,91.30879345603272,False
Unive_SCENT_19_RESPONSE,765.0,2.2601307189542483,0.7389978240409842,1.0,2.0,2.0,2.0,4.0,1.4565393145386543,1.4380837114248863,3.0,0.32697127552999017,91.30879345603272,False
Unive_SCENT_20_CORRECT,764.0,0.5863874345549738,0.4928032916874612,0.0,0.0,1.0,1.0,1.0,-0.3515162122061377,-1.881368279192462,1.0,0.840405613502724,91.32015451033855,False
Unive_SCENT_20_RESPONSE,764.0,2.608638743455497,0.7865039389562526,1.0,2.0,3.0,3.0,4.0,-0.6618771551051883,-0.09232829908085272,3.0,0.3014997538196573,91.32015451033855,False
Unive_SCENT_21_CORRECT,765.0,0.7019607843137254,0.4576960553559417,0.0,0.0,1.0,1.0,1.0,-0.8848237515291922,-1.2202840687416414,1.0,0.652025106791984,91.30879345603272,False
Unive_SCENT_21_RESPONSE,765.0,1.423529411764706,0.7368182540582155,1.0,1.0,1.0,2.0,4.0,1.7416142901096374,2.3485441903076913,3.0,0.5175995999582506,91.30879345603272,False
Unive_SCENT_22_CORRECT,766.0,0.7075718015665796,0.45517515633256067,0.0,0.0,1.0,1.0,1.0,-0.9144399923884243,-1.1668529502443326,1.0,0.6432918261083791,91.29743240172688,False
Unive_SCENT_22_RESPONSE,766.0,1.5195822454308094,0.909791519836669,1.0,1.0,1.0,2.0,4.0,1.5864509477499737,1.2341973818951772,3.0,0.5987116015420003,91.29743240172688,False
Unive_SCENT_23_CORRECT,765.0,0.7163398692810458,0.4510687593914433,0.0,0.0,1.0,1.0,1.0,-0.9617467037947084,-1.0778680871140154,1.0,0.6296854031650623,91.30879345603272,False
Unive_SCENT_23_RESPONSE,765.0,2.2483660130718954,0.6316380034717387,1.0,2.0,2.0,2.0,4.0,1.151747394407911,1.600845270005863,3.0,0.2809320189859768,91.30879345603272,False
Unive_SCENT_24_CORRECT,767.0,0.6883963494132985,0.4634510228006393,0.0,0.0,1.0,1.0,1.0,-0.8151406711649111,-1.3390441469172663,1.0,0.6732328304698681,91.28607134742104,False
Unive_SCENT_24_RESPONSE,767.0,1.7822685788787485,1.2298712772402707,1.0,1.0,1.0,3.0,4.0,1.066470753799313,-0.7000450040514301,3.0,0.690059451092383,91.28607134742104,False
Unive_SCENT_25_CORRECT,766.0,0.5104438642297651,0.5002175331841006,0.0,0.0,1.0,1.0,1.0,-0.041866602003444366,-2.003485063065004,1.0,0.9799658066982634,91.29743240172688,False
Unive_SCENT_25_RESPONSE,766.0,2.3929503916449084,0.932157475065296,1.0,2.0,2.0,3.0,4.0,0.46425693040911825,-0.6911215006968243,3.0,0.3895431674304511,91.29743240172688,False
Unive_SCENT_26_CORRECT,766.0,0.5313315926892951,0.49934341435340235,0.0,0.0,1.0,1.0,1.0,-0.12581967304454172,-1.989370432355808,1.0,0.9397962049009979,91.29743240172688,False
Unive_SCENT_26_RESPONSE,766.0,2.6096605744125325,0.9177184780209601,1.0,2.0,3.0,3.0,4.0,-0.5137409032310795,-0.6172841323277423,3.0,0.35166200808607073,91.29743240172688,False
Unive_SCENT_27_CORRECT,752.0,0.651595744680851,0.47678194049635103,0.0,0.0,1.0,1.0,1.0,-0.6376080429630416,-1.597712316260701,1.0,0.7317143250066449,91.45648716200864,False
Unive_SCENT_27_RESPONSE,752.0,3.139627659574468,1.2557930188469204,1.0,2.0,4.0,4.0,4.0,-0.9203260706395078,-0.9791500713462109,3.0,0.39998151214438127,91.45648716200864,False
Unive_SCENT_28_CORRECT,765.0,0.5163398692810458,0.5000598807519747,0.0,0.0,1.0,1.0,1.0,-0.0655229523484375,-2.0009448328856663,1.0,0.9684704019626851,91.30879345603272,False
Unive_SCENT_28_RESPONSE,765.0,2.433986928104575,0.9933788260152815,1.0,2.0,2.0,3.0,4.0,0.46039553314567494,-0.9337808717463192,3.0,0.4081282502157306,91.30879345603272,False
Unive_SCENT_29_CORRECT,765.0,0.47843137254901963,0.4998613913204335,0.0,0.0,0.0,1.0,1.0,0.08652464144059467,-1.9977432062994713,1.0,1.0447922523500863,91.30879345603272,False
Unive_SCENT_29_RESPONSE,765.0,2.3019607843137253,1.0629696737235397,1.0,2.0,2.0,3.0,4.0,0.5418854470271111,-0.9541099400014699,3.0,0.4617670643943827,91.30879345603272,False
Unive_SCENT_30_CORRECT,764.0,0.5314136125654451,0.4993391088302397,0.0,0.0,1.0,1.0,1.0,-0.1261509961272981,-1.989300398596894,1.0,0.9396430520844904,91.32015451033855,False
Unive_SCENT_30_RESPONSE,764.0,3.06282722513089,1.1187572052931931,1.0,2.0,4.0,4.0,4.0,-0.6702208815037896,-1.0902299710737098,3.0,0.36526944651452975,91.32015451033855,False
Unive_SCENT_31_CORRECT,765.0,0.7477124183006536,0.43460955687459957,0.0,0.0,1.0,1.0,1.0,-1.1429188616980528,-0.6955617879359659,1.0,0.5812522919738963,91.30879345603272,False
Unive_SCENT_31_RESPONSE,765.0,3.4862745098039216,0.9742132564527913,1.0,3.0,4.0,4.0,4.0,-1.6687920737321742,1.27260880583156,3.0,0.2794424976326904,91.30879345603272,False
Unive_SCENT_32_CORRECT,766.0,0.52088772845953,0.49988991774418134,0.0,0.0,1.0,1.0,1.0,-0.08378808066971506,-1.9982036433112274,1.0,0.959688413513892,91.29743240172688,False
Unive_SCENT_32_RESPONSE,766.0,2.5430809399477807,0.9661447739128517,1.0,2.0,3.0,3.0,4.0,-0.4535677344083842,-0.8892837629869526,3.0,0.37991113799653203,91.29743240172688,False
Unive_SCENT_33_CORRECT,767.0,0.6923076923076923,0.4618396285927209,0.0,0.0,1.0,1.0,1.0,-0.8349671426155255,-1.306242799621303,1.0,0.6671016857450413,91.28607134742104,False
Unive_SCENT_33_RESPONSE,767.0,2.851368970013038,0.7378750651195485,1.0,3.0,3.0,3.0,4.0,-1.0475229649047606,1.3344273008008734,3.0,0.258779229513806,91.28607134742104,False
Unive_SCENT_34_CORRECT,570.0,0.612280701754386,0.48765792825217597,0.0,0.0,1.0,1.0,1.0,-0.4621110405889333,-1.7927561305374111,1.0,0.7964613727900868,93.52419904567144,False
Unive_SCENT_34_RESPONSE,570.0,1.8,1.1211342486584461,1.0,1.0,1.0,3.0,4.0,0.978296263425989,-0.638479146530694,3.0,0.6228523603658034,93.52419904567144,False
Unive_SCENT_35_CORRECT,765.0,0.6091503267973856,0.4882600099536304,0.0,0.0,1.0,1.0,1.0,-0.4482711378918847,-1.8037756002212175,1.0,0.8015427202028482,91.30879345603272,False
Unive_SCENT_35_RESPONSE,765.0,3.275816993464052,1.0031381482504003,1.0,2.0,4.0,4.0,4.0,-0.9869985825551051,-0.4775619833578255,3.0,0.306225332566463,91.30879345603272,False
Unive_SCENT_36_CORRECT,765.0,0.39738562091503266,0.4896771711974372,0.0,0.0,0.0,1.0,1.0,0.42020890998592536,-1.8282109687916748,1.0,1.2322468288356563,91.30879345603272,False
Unive_SCENT_36_RESPONSE,765.0,2.973856209150327,1.0432261706703272,1.0,2.0,3.0,4.0,4.0,-0.6551139402915868,-0.7916762579774654,3.0,0.3507991299177144,91.30879345603272,False
Unive_SCENT_37_CORRECT,722.0,0.7313019390581718,0.44358984469353696,0.0,0.0,1.0,1.0,1.0,-1.0457608406463315,-0.9089097133150621,1.0,0.6065755073271472,91.79731879118383,False
Unive_SCENT_37_RESPONSE,722.0,1.5083102493074791,0.9395384549487787,1.0,1.0,1.0,2.0,4.0,1.67635534234795,1.4236092137606935,3.0,0.6229079563572253,91.79731879118383,False
Unive_SCENT_38_CORRECT,767.0,0.5736636245110821,0.49486660546040145,0.0,0.0,1.0,1.0,1.0,-0.29848936394329645,-1.915906770453438,1.0,0.8626424690639272,91.28607134742104,False
Unive_SCENT_38_RESPONSE,767.0,3.2972620599739244,0.9353963781400516,1.0,3.0,4.0,4.0,4.0,-1.0360684993020222,-0.15367989923772996,3.0,0.2836888185185526,91.28607134742104,False
Unive_SCENT_39_CORRECT,766.0,0.5731070496083551,0.4949496643344128,0.0,0.0,1.0,1.0,1.0,-0.29618538854022813,-1.9172870301372609,1.0,0.8636251546245106,91.29743240172688,False
Unive_SCENT_39_RESPONSE,766.0,2.2676240208877285,0.9133269469635141,1.0,2.0,2.0,3.0,4.0,0.7052652177252127,-0.28539003783051387,3.0,0.4027682448900701,91.29743240172688,False
Unive_SCENT_40_CORRECT,765.0,0.7137254901960784,0.4523149911812621,0.0,0.0,1.0,1.0,1.0,-0.9475065760084028,-1.1051273641223873,1.0,0.6337380370946255,91.30879345603272,False
Unive_SCENT_40_RESPONSE,765.0,1.6274509803921569,1.0465747731407256,1.0,1.0,1.0,3.0,4.0,1.2568040400604987,-0.06116750937801063,3.0,0.6430760654238193,91.30879345603272,False
Unive_TOTAL_CORRECT,752.0,24.38962765957447,8.338928896894549,6.0,18.0,24.0,31.0,40.0,-0.026804548565462334,-0.9604871783738287,34.0,0.3419047233228668,91.45648716200864,False
Unive_upsitorder,0.0,,,,,,,,,,,,100.0,False
Unive_UPSITFORM,770.0,1.7727272727272727,0.41934259145495467,1.0,2.0,2.0,2.0,2.0,-1.3041246254108307,-0.30004505713628493,1.0,0.23655223107715392,91.25198818450352,False
Unive_UPSIT_PRCNTGE,752.0,20.6343085106383,24.48468732159454,1.0,4.0,11.0,24.5,98.5,1.7189105591485436,1.993705820967921,97.5,1.186600816255661,91.45648716200864,False
Curre_PROJECTID,2842.0,164.95038705137227,61.269498342686504,104.0,122.0,144.0,182.0,307.0,1.1104840233525457,-0.3134680864630828,203.0,0.37144197984576227,67.71188366280391,False
Kinet_Fmax,97.0,53572.87628865979,18028.33714730885,3318.0,45194.0,53296.0,66966.0,91988.0,-0.675313160262157,0.9419963500282758,88670.0,0.3365198659517382,98.89797773233356,False
Kinet_TTT,97.0,11.605154639175257,5.058601814690263,6.9,8.8,9.9,12.0,33.7,2.4655340558324683,6.241881427945746,26.800000000000004,0.4358926676956165,98.89797773233356,False
Kinet_AUC_Fluoro,97.0,3528582247.453608,1491169279.8062425,18855179.0,2782000000.0,3610000000.0,4684000000.0,6124000000.0,-0.6298636319355142,-0.19060417894653625,6105144821.0,0.42259728560453447,98.89797773233356,False
Kinet_Time_To_Max_Slope,97.0,12.164948453608247,5.106022612993271,7.5,9.3,10.5,12.3,33.8,2.425431736011345,5.945601777573387,26.299999999999997,0.4197323673392774,98.89797773233356,False
Kinet_Max_Slope,97.0,13.891752577319588,5.957919626134417,0.2,10.3,13.5,18.4,29.0,-0.20907566781710968,-0.11392631568712597,28.8,0.42888178384789494,98.89797773233356,False
Kinet_PROJECTID,97.0,299.0,0.0,299.0,299.0,299.0,299.0,299.0,0.0,0.0,0.0,0.0,98.89797773233356,True
SAA_Fmax_24h_Rep1,1116.0,115816.4229390681,69997.4733592973,436.0,77061.25,138461.0,164589.0,260000.0,-0.6911780515910585,-0.8413788540950828,259564.0,0.6043829673113243,87.32106339468302,False
SAA_Fmax_24h_Rep2,1116.0,110063.21953405018,67605.87682852398,424.0,67167.5,133663.5,157404.25,260000.0,-0.6740773945700397,-0.8939453907456998,259576.0,0.6142458590138624,87.32106339468302,False
SAA_Fmax_24h_Rep3,1116.0,111401.8270609319,68364.56286438993,416.0,52113.0,134628.0,159920.25,260000.0,-0.6559406752097919,-0.8983762493687317,259584.0,0.6136754186894755,87.32106339468302,False
SAA_TTT_24h_Rep1,871.0,11.176934557979333,2.9283976072738365,3.33,8.934999999999999,10.83,12.545,23.08,1.0616594655586613,1.6057377195958589,19.75,0.2620036461771374,90.10452169961373,False
SAA_TTT_24h_Rep2,858.0,11.645920745920744,3.0137968088299067,4.56,9.3525,11.364999999999998,13.105,23.83,1.0089165177978274,1.6221141576888947,19.27,0.25878561898041075,90.25221540558964,False
SAA_TTT_24h_Rep3,864.0,11.398715277777777,2.997709027511668,5.38,9.165,11.035,12.9625,23.38,1.001368315613566,1.2391482852012996,18.0,0.2629865694913719,90.1840490797546,False
SAA_AUC_24h_Rep1,1116.0,4136265397.3207884,2748994249.8390317,1985970.0,946905000.0,4927000000.0,6004250000.0,13474000000.0,-0.3154939113541498,-0.8922712635251626,13472014030.0,0.6646078009451851,87.32106339468302,False
SAA_AUC_24h_Rep2,1116.0,3807941604.919355,2591197736.511444,1969010.0,381514000.0,4590000000.0,5701250000.0,10759000000.0,-0.3031591687851054,-1.0384420436282737,10757030990.0,0.6804720254018498,87.32106339468302,False
SAA_AUC_24h_Rep3,1116.0,3911547610.2867384,2669969599.941903,1929700.0,778175750.0,4730500000.0,5761000000.0,11616000000.0,-0.2531143111936517,-0.9958954338103512,11614070300.0,0.6825865018031008,87.32106339468302,False
SAA_TSmax_24h_Rep1,1116.0,11.734964157706095,4.283954765074842,0.75,9.01,11.26,13.51,23.81,0.5324132973467874,0.9389695729886314,23.06,0.3650590412976816,87.32106339468302,False
SAA_TSmax_24h_Rep2,1116.0,12.03429211469534,4.3651517616271285,0.75,9.26,11.985,14.23,23.81,0.32608166179602777,0.7445552078727489,23.06,0.36272609307004816,87.32106339468302,False
SAA_TSmax_24h_Rep3,1116.0,11.975609318996417,4.26647789393415,0.75,9.2575,11.51,14.01,23.81,0.5401096431595431,0.8000095636820146,23.06,0.35626395119339865,87.32106339468302,False
SAA_SLOPEMax_24h_Rep1,1116.0,33.68755376344086,21.397464063770162,0.01,14.842500000000001,40.620000000000005,49.285,90.13,-0.5130146305427544,-0.958836521533847,90.11999999999999,0.6351741718625941,87.32106339468302,False
SAA_SLOPEMax_24h_Rep2,1116.0,31.126747311827963,20.240904340312216,0.01,11.524999999999999,37.295,46.185,80.79,-0.4597102649129963,-1.0392478331359942,80.78,0.6502736741985502,87.32106339468302,False
SAA_SLOPEMax_24h_Rep3,1116.0,31.888306451612902,20.809266388380806,0.01,10.8775,38.254999999999995,46.942499999999995,86.13,-0.4318855049904941,-1.0222812202448441,86.11999999999999,0.652567310840312,87.32106339468302,False
SAA_Fmax_150h_Rep1,365.0,62278.25753424658,48767.52686785665,209.0,344.0,63126.0,99766.0,184313.0,0.10993969896787836,-1.1358069697994841,184104.0,0.7830586274999677,95.85321517836856,False
SAA_Fmax_150h_Rep2,365.0,63998.68219178082,49180.408818756674,214.0,333.0,65404.0,105461.0,171306.0,0.05031975751348506,-1.207964379356648,171092.0,0.7684597109574982,95.85321517836856,False
SAA_Fmax_150h_Rep3,365.0,63464.22739726027,50137.73685202797,216.0,5717.0,63910.0,102852.0,171318.0,0.14106645988479477,-1.1685093788592475,171102.0,0.7900157129178634,95.85321517836856,False
SAA_TTT_150h_Rep1,267.0,67.6298127340824,15.822150682522231,23.71,58.025,64.44,74.065,130.57,1.237030454684548,2.4882841413370866,106.85999999999999,0.2339523065771935,96.96659850034082,False
SAA_TTT_150h_Rep2,267.0,67.40168539325843,15.673864283732362,42.69,57.185,63.64,72.75999999999999,139.32,1.467742956722789,2.662383028774888,96.63,0.23254410022957786,96.96659850034082,False
SAA_TTT_150h_Rep3,275.0,64.56054545454545,16.44140886949176,19.27,55.31,62.33,71.595,145.47,0.9800347704762798,3.113187400054038,126.2,0.2546665111599392,96.87571006589411,False
SAA_AUC_150h_Rep1,267.0,25452119.662921347,5437435.206053801,4051550.0,22954350.0,26453300.0,28876600.0,42141400.0,-0.965613510642585,2.1970164263287937,38089850.0,0.21363388503846528,96.96659850034082,False
SAA_AUC_150h_Rep2,267.0,25494026.292134833,5487910.594348843,1609020.0,23355650.0,26828100.0,28864700.0,35726700.0,-1.2382661511520519,2.0125379403301626,34117680.0,0.21526260824646282,96.96659850034082,False
SAA_AUC_150h_Rep3,275.0,26712441.09090909,5717626.349135069,1265000.0,24371000.0,27321300.0,29896950.0,41292400.0,-0.8067204378550809,2.3173485632861093,40027400.0,0.2140435735422518,96.87571006589411,False
SAA_T50_150h_Rep1,267.0,73.79475655430711,16.10015934857584,26.93,63.56,71.13,81.0,142.92,1.0997419034199294,2.5299872712903535,115.98999999999998,0.21817484195814635,96.96659850034082,False
